Date,Close,High,Low,Open,Volume
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
2020-01-02,67.87303924560547,67.87303924560547,66.77263680999941,66.86785055633585,27278000
2020-01-03,67.5179672241211,68.12445823826381,66.81378810886194,66.84751358265558,23408000
2020-01-06,69.31758880615234,69.34287723228258,66.99627473144326,67.02751070483214,46768000
2020-01-07,69.1836929321289,69.59975639798446,69.00765007438353,69.44900196622598,34330000
2020-01-08,69.67613220214844,70.01384094895226,69.06071987013958,69.16931937572167,35314000
2020-01-09,70.40758514404297,70.84843766453115,69.93250773983897,70.51370271406968,33200000
2020-01-10,70.86233520507812,71.1588878585611,70.39817669120252,70.88763120468502,26258000
2020-01-13,71.41129302978516,71.48319328541425,70.68429987467893,71.17424616511539,30730000
2020-01-14,70.94316101074219,71.54022369151787,70.80331039967703,71.40980138157744,26076000
2020-01-15,71.37013244628906,71.44848723259247,70.99622386006052,71.06366724106702,21550000
2020-01-16,71.91363525390625,71.94041435124791,71.40979626083083,71.68006159560105,26080000
2020-01-17,73.36959838867188,73.42067465653932,72.23051437982828,72.52755882003636,52424000
2020-01-21,73.50498962402344,73.88336264250772,72.90791936171401,73.34381561207009,48930000
2020-01-22,73.58531951904297,74.41397338110437,73.52532192544703,73.8759245867756,28458000
2020-01-23,73.62598419189453,74.06287927041319,73.40927702930324,73.7678173234847,26650000
2020-01-24,72.70757293701172,74.097581382054,72.559292859008,74.02914675123824,29786000
2020-01-27,70.99969482421875,71.2402073113937,70.3932038265922,70.99027408970458,34132000
2020-01-28,71.93050384521484,72.14373782775851,70.93175461327948,71.49609068205544,29724000
2020-01-29,72.23794555664062,72.60689777918915,71.67708278899732,72.32522164792377,21566000
2020-01-30,72.11646270751953,72.1660483074748,71.16185099783613,71.3155792213507,27110000
2020-01-31,71.0517578125,72.88113570169328,70.76809913606537,72.79137767304688,43822000
2020-02-03,73.52234649658203,73.70583517915193,72.23349910803961,72.48343235004066,71636000
2020-02-04,71.67809295654297,72.7656014660211,70.51867661680065,72.12837384210876,95880000
2020-02-05,71.70982360839844,72.6287273771318,70.89803624268711,72.58062487826129,36376000
2020-02-06,73.19356536865234,73.47077712052415,71.92951458765228,72.00389677738615,37822000
2020-02-07,73.3492660522461,73.65374870960305,72.66988358975605,72.76807109346798,28360000
2020-02-10,74.81464385986328,74.82555526232004,73.15536156795983,73.25603098424601,38302000
2020-02-11,74.88408660888672,75.86696810584262,74.65547678552417,75.04327053759313,34852000
2020-02-12,75.30908203125,75.39189369571822,74.81516311800998,75.17171334002595,31042000
2020-02-13,75.04922485351562,75.67207538277923,74.58356816841906,74.88111203769492,22914000
2020-02-14,75.31402587890625,75.37948673334321,74.66042372612603,75.1057482210196,23198000
2020-02-18,75.3492431640625,75.90068528400265,74.93119712969819,75.09633617170891,25642000
2020-02-19,75.6185073852539,75.90960425641619,75.42560557770153,75.73405324495363,22746000
2020-02-20,75.22774505615234,75.72761146175247,74.59645752229817,75.32791507548832,25962000
2020-02-21,73.56497955322266,74.92821644497522,73.31851954400152,74.6123229813126,42520000
2020-02-24,70.41104888916016,71.23028195609393,69.76290996883232,70.56924154888083,49560000
2020-02-25,68.747802734375,71.25358934741597,68.45522273304678,70.96349127440813,51580000
2020-02-26,68.95360565185547,70.1041006176885,68.26331169909781,69.17725919757333,49776000
2020-02-27,65.20854187011719,67.90872819863856,65.17333330002323,67.3999329583381,62290000
2020-02-28,66.41358947753906,66.5722739739755,62.89070436777219,63.193204492422396,80198000
2020-03-02,68.747802734375,68.80482655090657,65.71685370908082,67.01562107182778,55430000
2020-03-03,66.33771514892578,69.83233041381229,65.91718724409012,69.31114065170213,56602000
2020-03-04,68.51372528076172,68.57223975745971,66.30200215797164,67.39100098675043,47598000
2020-03-05,65.1991195678711,67.12669225673191,64.5484988050263,66.72599709750645,54380000
2020-03-06,64.25592803955078,64.6035493381855,62.34521781036266,62.9769971984103,64640000
2020-03-09,60.291194915771484,62.12305473019572,59.410969211683664,59.75413363170908,69252000
2020-03-10,63.23585891723633,63.26958060641454,60.227720041786434,62.20537812329449,54872000
2020-03-11,60.04868698120117,62.33132288907667,59.06878703528821,61.901873692323456,54732000
2020-03-12,55.12191390991211,58.95027293420525,54.96917696011716,55.67087782381842,94326000
2020-03-13,60.215816497802734,60.22226345773861,55.158611522233514,58.2679152243598,79400000
2020-03-16,53.2102165222168,56.80401064985068,52.91664149959942,54.03390642715951,96520000
2020-03-17,55.44475555419922,55.838500656792085,52.02502120581383,54.08499542768201,83194000
2020-03-18,54.112266540527344,54.79660911099285,51.42497370415476,52.56257466439651,93044000
2020-03-19,55.12786865234375,57.15808978102262,52.34487034827302,53.96497931020589,74064000
2020-03-20,52.972686767578125,56.45738636340472,52.669690960507474,56.08149147147877,82878000
2020-03-23,52.27445602416992,52.90821796189328,50.03000577141187,52.38553745507887,83672000
2020-03-24,56.037353515625,56.20199314271335,53.87621437902263,54.7465237525493,72468000
2020-03-25,54.629493713378906,56.83873167265164,53.706621136908296,55.76808219769024,90324000
2020-03-26,57.66935729980469,58.09385023001346,54.15391431981258,55.279113043764426,76562000
2020-03-27,55.057945251464844,57.08072809299469,54.747511270415124,55.91139183073007,62794000
2020-03-30,56.845672607421875,57.07825124528936,54.47427322697181,56.16777698755777,58736000
2020-03-31,57.62126541137695,58.189070873217354,56.37010482578881,56.96568442953883,65228000
2020-04-01,54.65329360961914,56.008097373392076,54.22632246793909,55.73931890160938,51970000
2020-04-02,55.3936767578125,55.678322926721385,54.20847268836694,54.54915520216464,56410000
2020-04-03,54.18714141845703,55.48094867701905,53.31336646721793,55.27862233919662,51374000
2020-04-06,58.674556732177734,59.049456548881885,55.78890642035224,56.18562904604569,63320000
2020-04-07,58.643310546875,60.5386486628773,58.37998779819019,60.35169060850497,61620000
2020-04-08,59.85529708862305,60.24705964616023,58.71224421750471,59.66189584651864,40334000
2020-04-09,59.83396911621094,60.59864892090374,59.132268239290795,60.40971213758575,54028000
2020-04-13,60.0244026184082,60.228219641111785,58.63191212805063,59.58255503814354,38702000
2020-04-14,62.74292755126953,63.26461295446893,60.92346235774,61.490280262007424,63358000
2020-04-15,62.34968566894531,63.232885198503794,61.19423448072011,61.81460686948649,42236000
2020-04-16,62.35612487792969,63.14609692046677,61.40250825663297,62.837645447215486,57896000
2020-04-17,63.42578887939453,63.971279654647915,62.781115555550386,63.55968059070784,51050000
2020-04-20,62.54060363769531,63.31768179285646,62.307033746712925,62.97402173117988,35292000
2020-04-21,60.11118698120117,61.98767622078113,59.75611987683301,61.62616593937416,49648000
2020-04-22,62.40472412109375,63.46942212095462,61.352916257316856,61.54681311207686,46296000
2020-04-23,63.03749465942383,63.87953802477549,62.50985788688982,62.76822057097703,34202000
2020-04-24,63.3067741394043,63.36181922472336,61.69013452627562,62.23562530613796,37402000
2020-04-27,63.02212142944336,64.1745987676371,62.73449772386327,64.07045614945028,44186000
2020-04-28,61.12430953979492,63.71142467884531,61.0147150018543,63.63406872473429,80700000
2020-04-29,66.55889129638672,67.45002460634528,65.7927245869815,66.6987343327068,108358000
2020-04-30,66.78302764892578,66.94667598713897,65.53335424511357,66.0223167441656,55842000
2020-05-01,65.32608032226562,67.01760531854285,64.94622420976376,65.66180653739475,48872000
2020-05-04,65.60277557373047,65.6806384896869,64.26929936116116,64.87033448403963,30806000
2020-05-05,66.89808654785156,67.98857626005707,66.20432703264936,66.32681171124734,39666000
2020-05-06,66.7200698852539,67.87353868086379,66.70519344677658,67.34341989813494,31732000
2020-05-07,67.90277862548828,68.23603045485314,67.07264174294407,67.50754669271235,30652000
2020-05-08,68.64962768554688,69.25958438152375,68.03818031893636,68.52466105856902,33326000
2020-05-11,69.60420989990234,70.19631619479235,68.21122781905508,68.27519799946403,32718000
2020-05-12,68.19537353515625,70.13682424784653,68.16214747442724,69.83383223606998,33918000
2020-05-13,66.86386108398438,68.69870207901334,65.8561907203026,68.24395686168661,40368000
2020-05-14,67.28688049316406,67.31216892241369,65.62263398187353,66.12944679284938,36660000
2020-05-15,68.09024047851562,68.16561392304912,66.40119733074029,66.86040707156998,41544000
2020-05-18,68.69126892089844,69.06715998167876,67.15496289864852,67.52094138012248,47094000
2020-05-19,68.15668487548828,69.05376572383527,68.12494948842443,68.70614443587316,31586000
2020-05-20,69.88044738769531,70.02277237197698,68.80235965652768,68.88864450929839,38262000
2020-05-21,69.76093292236328,70.24244974483369,69.14799496101227,69.9711931242331,30894000
2020-05-22,70.082763671875,70.26921852029433,69.22534831600099,69.61958897415187,28544000
2020-05-26,70.48594665527344,71.66322084569644,70.38825854154405,71.50701066600398,44590000
2020-05-27,70.43187713623047,70.68330099818472,69.15840585469878,70.41799195891424,31684000
2020-05-28,70.33071899414062,71.63096943029363,69.38057178014799,69.426192345688,35170000
2020-05-29,71.08846282958984,71.24764676163868,70.218652828686,70.4393250257835,37044000
2020-06-01,71.15540313720703,71.48815557585249,70.53106194988158,70.70066543276502,25162000
2020-06-02,71.52435302734375,71.55857034348811,70.49783354301282,71.16184772780194,23442000
2020-06-03,71.37259674072266,71.85659538466791,70.99422380337077,71.54368329606875,27732000
2020-06-04,70.13533020019531,71.47526126931832,69.72423054944969,71.25011707361648,26982000
2020-06-05,71.4107894897461,71.72221852046398,69.80406630546283,70.20178017806124,42642000
2020-06-08,71.80850219726562,71.85610527816216,70.64015718062795,70.72942336173372,33878000
2020-06-09,72.00883483886719,72.78839479746945,71.52681869758881,71.66964305931985,33624000
2020-06-10,72.6346664428711,73.03485462843723,72.12190617651635,72.47647380181667,31762000
2020-06-11,69.52041625976562,71.98504674451961,69.34734716096332,71.46087559148388,47144000
2020-06-12,70.06690979003906,71.13755930153172,68.7220223032862,70.70860183286206,36676000
2020-06-15,70.45469665527344,70.66594810504006,68.79144145539158,68.90500481086467,30468000
2020-06-16,71.73065185546875,72.26126242222357,70.86381565770579,71.85611030985311,30648000
2020-06-17,72.03164672851562,72.51068908187077,71.16828389233198,72.05148701806034,30610000
2020-06-18,71.11820983886719,72.05298121424725,70.72743476994945,71.8982617395041,34862000
2020-06-19,70.6480941772461,71.63295053322123,70.36840054135394,71.40979643273978,52784000
2020-06-22,71.93842315673828,71.95280774652628,70.37782758468947,70.66644253665869,29442000
2020-06-23,72.5989761352539,73.15538214854752,71.65775768919568,72.00488718193142,37752000
2020-06-24,71.04779052734375,73.18462478275211,70.91389504036651,72.5642562323238,31592000
